udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,twf,hdf,pwf,osf,rnf,machine_failure,cons_number
8148,L55327,L,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,55327
8304,L55483,L,298.8,310.2,1504,41.0,51,0,0,0,0,0,0,55483
8545,H37958,H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,37958
2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,49660
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,51734
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,52688
3868,M18727,M,302.7,311.6,2709,9.7,2,0,0,1,0,0,1,18727
2594,H32007,H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,32007
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,16799
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,47383
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,16830
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0,51931
6287,L53466,L,301.1,310.6,1611,35.2,70,0,0,0,0,0,0,53466
5005,L52184,L,303.7,312.8,1364,46.3,44,0,0,0,0,0,0,52184
8614,M23473,M,297.5,308.5,1401,50.5,6,0,0,0,0,0,0,23473
3858,H33271,H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,33271
7380,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,22239
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,49269
5678,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,52857
8836,H38249,H,297.4,308.8,1324,53.5,169,0,0,0,0,0,0,38249
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,52003
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,34298
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,54978
7054,H36467,H,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,36467
8733,L55912,L,297.2,308.6,1864,23.6,103,0,0,0,0,0,0,55912
1524,L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,48703
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0,56216
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,56434
9735,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,39148
6663,M21522,M,301.3,310.4,2093,18.7,190,0,0,0,0,0,0,21522
7053,H36466,H,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,36466
3311,L50490,L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0,50490
9551,M24410,M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,24410
3854,L51033,L,302.4,311.0,1486,40.4,192,0,0,0,0,0,0,51033
1745,M16604,M,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,16604
2330,L49509,L,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,49509
6577,L53756,L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,53756
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,49101
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,15562
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,48973
6472,L53651,L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,53651
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,34330
3176,L50355,L,300.3,309.6,1468,44.7,179,0,0,0,0,0,0,50355
8209,L55388,L,299.2,310.7,1477,44.0,19,0,0,0,0,0,0,55388
8425,L55604,L,299.1,310.6,1380,44.7,170,0,0,0,0,0,0,55604
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,48406
8400,L55579,L,298.6,309.7,1294,59.4,104,0,0,0,0,0,0,55579
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,22551
3327,L50506,L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0,50506
8498,M23357,M,298.3,309.4,1509,34.2,141,0,0,0,0,0,0,23357
3818,M18677,M,302.1,310.6,1421,52.0,95,0,0,0,0,0,0,18677
3359,L50538,L,301.5,310.6,1522,36.6,202,0,0,0,0,0,0,50538
8156,L55335,L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,55335
8154,L55333,L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,55333
4201,L51380,L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,51380
9729,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,56908
5800,L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,52979
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,29607
9328,L56507,L,298.5,309.2,1504,33.7,182,0,0,0,0,0,0,56507
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,15249
9645,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,56824
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,48070
4260,L51439,L,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,51439
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,54651
6332,H35745,H,300.5,310.0,1495,47.4,184,0,0,0,0,0,0,35745
5278,L52457,L,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,52457
6641,L53820,L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,53820
3373,L50552,L,301.4,310.8,1431,44.3,21,0,0,0,0,0,0,50552
9670,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0,56849
5050,H34463,H,304.0,313.1,1472,45.5,166,0,0,0,0,0,0,34463
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,52032
1699,L48878,L,297.9,307.6,1481,38.0,40,0,0,0,0,0,0,48878
4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,51640
8054,L55233,L,300.5,311.9,1887,21.7,56,0,0,0,0,0,0,55233
5171,M20030,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,20030
3136,L50315,L,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,50315
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0,23979
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,49042
4740,L51919,L,303.2,311.4,1351,53.8,8,0,1,0,0,0,1,51919
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,52516
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,49154
9690,L56869,L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0,56869
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,47274
3059,L50238,L,300.0,309.0,1709,32.1,79,0,0,0,0,0,0,50238
5477,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,20336
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,33506
7180,L54359,L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,54359
9889,M24748,M,298.8,309.6,1575,34.4,149,0,0,0,0,0,0,24748
3629,L50808,L,302.2,311.4,1609,32.1,41,0,0,0,0,0,0,50808
9576,M24435,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,24435
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,16909
4979,L52158,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,52158
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,56404
7377,L54556,L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,54556
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,15465
6620,M21479,M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,21479
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,47729
6814,M21673,M,300.9,310.7,1420,43.0,133,0,0,0,0,0,0,21673
5744,M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,20603
7688,M22547,M,300.7,311.7,2097,18.9,232,1,0,0,0,0,1,22547
3930,M18789,M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0,18789
5677,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,52856
8664,L55843,L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,55843
6294,H35707,H,301.0,310.4,1512,44.9,86,0,0,0,0,0,0,35707
3207,M18066,M,300.1,309.0,1612,33.0,34,0,0,0,0,0,0,18066
6761,L53940,L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0,53940
5200,L52379,L,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,52379
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,20334
5224,M20083,M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,20083
6195,L53374,L,300.9,310.8,1571,39.9,51,0,0,0,0,0,0,53374
9456,L56635,L,298.5,309.2,1983,20.2,114,0,0,0,0,0,0,56635
3892,L51071,L,302.2,311.1,1418,47.0,61,0,0,0,0,0,0,51071
9597,L56776,L,298.9,310.1,1466,43.4,50,0,0,0,0,0,0,56776
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,47363
4932,M19791,M,303.3,312.1,1693,30.0,80,0,0,0,0,0,0,19791
3779,M18638,M,302.4,311.1,1366,54.4,0,0,0,0,0,0,0,18638
8737,L55916,L,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,55916
5605,L52784,L,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,52784
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,49343
4196,L51375,L,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,51375
1752,L48931,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,48931
9906,M24765,M,298.7,309.1,1423,49.5,200,0,0,0,0,0,0,24765
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,48484
4200,M19059,M,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,19059
8774,L55953,L,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,55953
9689,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,56868
3838,L51017,L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,51017
3592,M18451,M,301.7,310.5,1458,41.4,153,0,0,0,0,0,0,18451
7,L47186,L,298.1,308.6,1558,42.4,14,0,0,0,0,0,0,47186
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,34089
8899,L56078,L,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,56078
8855,M23714,M,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,23714
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0,0,0,0,0,38499
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,22097
2867,L50046,L,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,50046
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,48491
1555,M16414,M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,16414
3077,L50256,L,300.0,309.2,1444,43.6,123,0,0,0,0,0,0,50256
2846,L50025,L,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,50025
4243,L51422,L,302.4,311.0,1462,48.5,81,0,0,0,0,0,0,51422
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,15913
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,51283
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,19767
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0,34166
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,48588
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0,0,0,0,0,23967
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,53107
6696,M21555,M,301.7,311.0,1311,55.8,39,0,0,0,0,0,0,21555
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,49423
9739,L56918,L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,56918
6854,L54033,L,300.9,311.1,1417,40.7,24,0,0,0,0,0,0,54033
5672,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,35085
9470,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0,56649
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,14945
6659,L53838,L,301.4,310.4,1430,50.9,178,0,0,0,0,0,0,53838
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,15204
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,54800
3001,H32414,H,300.5,309.8,1324,72.8,159,0,0,1,0,0,1,32414
3642,L50821,L,302.3,311.6,1488,41.8,75,0,0,0,0,0,0,50821
5076,L52255,L,304.1,313.2,1366,46.6,35,0,0,0,0,0,0,52255
6423,L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,53602
161,L47340,L,298.4,308.2,1282,60.7,216,0,0,0,1,0,1,47340
5935,H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,35348
637,L47816,L,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,47816
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,54478
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,54488
1553,L48732,L,298.5,308.9,1781,27.8,113,0,0,0,0,0,0,48732
628,L47807,L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,47807
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,33772
8403,L55582,L,298.5,309.5,1370,52.4,113,0,0,0,0,0,0,55582
6684,L53863,L,301.5,310.9,1318,50.6,11,0,0,0,0,0,0,53863
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,47955
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,49328
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,53146
3445,L50624,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0,50624
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,54758
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,31219
4172,M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,19031
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,15907
3836,M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,18695
9572,L56751,L,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,56751
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,31210
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,19740
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,30008
2361,H31774,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,31774
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,16026
5712,L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,52891
8019,L55198,L,301.0,311.9,1889,23.5,198,0,0,0,0,0,0,55198
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,35511
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,30707
2311,M17170,M,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,17170
7139,L54318,L,300.6,310.1,1297,50.0,130,0,0,0,0,0,0,54318
1802,M16661,M,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,16661
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,47233
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,48510
2592,L49771,L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,49771
6937,L54116,L,300.6,311.1,1471,40.7,26,0,0,0,0,0,0,54116
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,14949
6070,L53249,L,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,53249
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,18897
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,47427
5146,L52325,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,52325
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,51969
3465,L50644,L,301.7,310.6,1303,59.7,42,0,0,0,0,0,0,50644
2702,L49881,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0,49881
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,49060
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,17086
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,48542
3698,L50877,L,302.2,311.2,1928,23.1,2,0,0,0,0,0,0,50877
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,54825
9582,L56761,L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,56761
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,54447
7778,L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0,54957
9003,L56182,L,297.1,307.8,1477,36.6,177,0,0,0,0,0,0,56182
8703,L55882,L,297.2,308.6,1774,23.0,30,0,0,0,0,0,0,55882
7919,L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0,55098
8254,L55433,L,299.1,310.4,1657,31.0,129,0,0,0,0,0,0,55433
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,51590
3093,M17952,M,300.0,309.3,2293,16.3,170,0,0,0,0,0,0,17952
658,L47837,L,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,47837
2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,49620
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,24159
2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,17382
6913,M21772,M,300.8,311.2,1634,31.9,178,0,0,0,0,0,0,21772
3926,L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,51105
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,47850
3879,L51058,L,302.6,311.7,1773,27.1,30,0,0,0,0,0,0,51058
3399,L50578,L,301.4,310.7,1675,30.7,92,0,0,0,0,0,0,50578
5385,M20244,M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,20244
5970,M20829,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,20829
3338,L50517,L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0,50517
9781,M24640,M,298.8,309.8,1477,46.7,59,0,0,0,0,0,0,24640
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,48647
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,53109
2983,L50162,L,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,50162
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,30743
1638,L48817,L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,48817
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,15346
1633,L48812,L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,48812
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,47317
8145,M23004,M,299.7,311.0,1506,42.7,85,0,0,0,0,0,0,23004
2928,M17787,M,300.7,309.6,1421,49.8,165,0,0,0,0,0,0,17787
8401,L55580,L,298.6,309.6,1533,40.7,106,0,0,0,0,0,0,55580
5798,L52977,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,52977
3012,M17871,M,300.2,309.5,1434,51.5,189,0,0,0,0,0,0,17871
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,48129
5503,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,52682
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,19563
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,15737
2868,H32281,H,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,32281
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,49420
5587,M20446,M,302.4,311.8,1557,31.5,49,0,0,0,0,0,0,20446
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,16617
7876,L55055,L,300.7,312.3,1898,24.0,60,0,0,0,0,0,0,55055
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,20857
9004,L56183,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,56183
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,29734
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,16346
6688,L53867,L,301.7,311.0,1700,28.7,19,0,0,0,0,0,0,53867
3615,L50794,L,301.8,311.0,1606,33.3,4,0,0,0,0,0,0,50794
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,49304
2393,L49572,L,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,49572
9708,L56887,L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0,56887
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,17236
4987,L52166,L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0,52166
6446,L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,53625
8627,L55806,L,297.4,308.2,1402,49.7,41,0,0,0,0,0,0,55806
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,48202
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,19495
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,54924
7433,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,54612
4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,51620
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,15341
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,47319
4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,19232
3866,H33279,H,302.6,311.5,1629,34.4,228,1,0,0,0,0,1,33279
4156,L51335,L,302.0,310.5,1370,44.4,85,0,1,0,0,0,1,51335
7905,M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0,22764
9263,M24122,M,298.3,309.1,1404,47.0,15,0,0,0,0,0,0,24122
9220,M24079,M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0,24079
3241,L50420,L,300.9,309.5,1612,35.2,124,0,0,0,0,0,0,50420
9702,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,56881
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,49114
9214,L56393,L,298.0,309.0,1679,32.4,90,0,0,0,0,0,0,56393
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,37132
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,48589
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,47354
9550,M24409,M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,24409
3893,M18752,M,302.3,311.1,1338,53.3,63,0,0,0,0,0,0,18752
4984,L52163,L,303.8,313.1,1869,25.8,211,0,0,0,0,0,0,52163
5293,M20152,M,303.9,313.3,1567,35.0,168,0,0,0,0,0,0,20152
9772,M24631,M,298.7,309.6,1424,50.4,32,0,0,0,0,0,0,24631
8380,L55559,L,298.8,309.9,1629,31.9,49,0,0,0,0,0,0,55559
3839,L51018,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,51018
6777,L53956,L,301.3,310.6,1451,47.5,42,0,0,0,0,0,0,53956
6420,H35833,H,300.3,309.9,1394,46.7,210,1,0,0,0,0,1,35833
2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,49635
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,30814
5201,L52380,L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,52380
7199,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0,22058
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,15361
8944,M23803,M,297.3,308.4,1449,44.4,34,0,0,0,0,0,0,23803
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,19768
7241,M22100,M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,22100
3250,L50429,L,301.1,309.8,1493,38.9,149,0,0,0,0,0,0,50429
6703,M21562,M,301.6,310.8,1664,32.0,58,0,0,0,0,0,0,21562
1584,L48763,L,298.2,308.4,1310,61.0,189,0,0,0,1,0,1,48763
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,48670
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0,56374
3435,M18294,M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0,18294
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,19210
3701,L50880,L,302.1,311.2,1447,50.3,11,0,0,0,0,0,0,50880
8474,M23333,M,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,23333
5582,M20441,M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0,20441
7939,L55118,L,300.8,311.7,1681,31.3,221,0,0,0,0,0,0,55118
8038,L55217,L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0,55217
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,51500
1720,L48899,L,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,48899
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,49077
4959,L52138,L,303.8,312.5,1523,47.0,152,0,0,0,0,0,0,52138
6513,M21372,M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0,21372
9710,M24569,M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0,24569
6608,L53787,L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,53787
2312,M17171,M,299.1,308.6,1491,38.5,166,0,0,0,0,0,0,17171
7915,H37328,H,300.7,312.1,1490,43.1,159,0,0,0,0,0,0,37328
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,48338
8597,L55776,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0,55776
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,14906
5466,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,52645
5410,L52589,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,52589
7901,L55080,L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0,55080
3686,M18545,M,301.9,311.1,1380,51.6,184,0,0,0,0,0,0,18545
6467,L53646,L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,53646
1869,L49048,L,298.3,308.0,1361,56.9,81,0,0,0,0,0,0,49048
7039,L54218,L,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,54218
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,31541
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,19773
2980,L50159,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,50159
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,16816
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,15658
